Paragraph 0
第一回宴桃园豪杰三结义斩黄巾英雄首立功	Đệ nhất hồi yến đào viên hào kiệt tam kết nghĩa trảm hoàng cân anh hùng thủ lập công
”洪曰：“公急上马！	" Hồng viết: "Công cấp thượng mã!
洪愿步行。	Hồng nguyện bộ hành.
”操曰：“贼兵赶上，汝将奈何？	" Thao viết: "Tặc binh cản thượng, nhữ tương nại hà?
”洪曰：“天下可无洪，不可无公。	" Hồng viết: "Thiên hạ khả vô hồng, bất khả vô công.
”操曰：“吾若再生，汝之力也。	" Thao viết: "Ngô nhược tái sinh, nhữ chi lực dã.
”操上马，洪脱去衣甲，拖刀跟马而走。	" Thao thượng mã, hồng thoát khứ y giáp, tha đao cân mã nhi tẩu.
约走至四更余，只见前面一条大河，阻住去路，后面喊声渐近。	Ước tẩu chí tứ canh dư, chỉ kiến tiền diện nhất điều đại hà, trở trụ khứ lộ, hậu diện hảm thanh tiệm cận.
操曰：“命已至此，不得复活矣！	Thao viết: "Mệnh dĩ chí thử, bất đắc phục hoạt hĩ!
”洪急扶操下马，脱去袍铠，负操渡水。	" Hồng cấp phù thao hạ mã, thoát khứ bào khải, phụ thao độ thủy.
才过彼岸，追兵已到，隔水放箭。	Tài quá bỉ ngạn, truy binh dĩ đáo, cách thủy phóng tiễn.
操带水而走。	Thao đái thủy nhi tẩu.
比及天明，又走三十余里，土冈下少歇。	Bỉ cập thiên minh, hựu tẩu tam thập dư lí, thổ cương hạ thiểu hiết.
忽然喊声起处，一彪人马赶来：却是徐荣从上流渡河来追。	Hốt nhiên hảm thanh khởi xử, nhất bưu nhân mã cản lai: khước thị từ vinh tòng thượng lưu độ hà lai truy.
操正慌急间，只见夏侯惇、夏侯渊引数十骑飞至，大喝：“徐荣无伤吾主！	Thao chánh hoảng cấp gian, chỉ kiến hạ hầu đôn, hạ hầu uyên dẫn sổ thập kỵ phi chí, đại hát: "Từ vinh vô thương ngô chủ!
”徐荣便奔夏侯惇，惇挺枪来迎。	" Từ vinh tiện bôn hạ hầu đôn, đôn đĩnh thương lai nghênh.
交马数合，惇刺徐荣于马下，杀散余兵。	Giao mã sổ hợp, đôn thứ từ vinh vu mã hạ, sát tán dư binh.
随后曹仁、李典、乐进各引兵寻到，见了曹操，忧喜交集；	Tùy hậu tào nhân, lý điển, nhạc tiến các dẫn binh tầm đáo, kiến liễu tào trường an.
却说众诸侯分屯洛阳。	Khước thuyết chúng chư hầu phân truân lạc dương.
孙坚救灭宫中余火，屯兵城内，设帐于建章殿基上。	Tôn kiên cứu diệt cung trung dư hỏa, truân binh thành nội, thiết trướng vu kiến chương điện cơ thượng.
坚令军士扫除宫殿瓦砾。	Kiên lệnh quân sĩ tảo trừ cung điện ngõa lịch.
凡董卓所掘陵寝。	Phàm đổng trác sở quật lăng tẩm.
尽皆掩闭。	Tẫn giai yểm bế.
于太庙基上，草创殿屋三间，请众诸侯立列圣神位，宰太牢祀之。	Vu thái miếu cơ thượng, thảo sang điện ốc tam gian, thỉnh chúng chư hầu lập liệt thánh thần vị, tể thái lao tự chi.
祭毕，皆散。	Tế tất, giai tán.
坚归寨中，是夜星月交辉，乃按剑露坐，仰观天文。	Kiên quy trại trung, thị dạ tinh nguyệt giao huy, nãi án kiếm lộ tọa, ngưỡng quan thiên văn.
见紫微垣中白气漫漫，坚叹曰：“帝星不明，贼臣乱国，万民涂炭，京城一空！	Kiến tử vi viên trung bạch khí mạn mạn, kiên thán viết: "Đế tinh bất minh, tặc thần loạn quốc, vạn dân đồ thán, kinh thành nhất không!
”言讫，不觉泪下。	" Ngôn cật, bất giác lệ hạ. đặt trướng ngay trên nền đền Kiến Chương rồi sai quân quét dọn những gạch ngói ở các cung điện.

Paragraph 77
傍有军士指曰：“殿南有五色毫光起于井中，”坚唤军士点起火把，下井打捞。	bàng hữu quân sĩ chỉ viết: "Điện nam hữu ngũ sắc hào quang khởi vu tỉnh trung," Kiên hoán quân sĩ điểm khởi hỏa bả, hạ tỉnh đả lao.
捞起一妇人尸首，虽然日久，其尸不烂：宫样装束，项下带一锦囊。	Lao khởi nhất phụ nhân thi thủ, tuy nhiên nhật cửu, kì thi bất lạn: cung dạng trang thúc, hạng hạ đái nhất cẩm nang.
取开看时，内有朱红小匣，用金锁锁着。	Thủ khai khán thời, nội hữu chu hồng tiểu hạp, dụng kim tỏa tỏa trứ.
启视之，乃一玉玺：方圆四寸，上镌五龙交纽；傍缺一角，以黄金镶之；上有篆文八字云：“受命于天，既寿永昌。	Khải thị chi, nãi nhất ngọc tỉ: phương viên tứ thốn, thượng tuyên ngũ long giao nữu; bàng khuyết nhất giác, dĩ hoàng kim tương chi; thượng hữu triện văn bát tự vân: "Thụ mệnh vu thiên, kí thọ vĩnh xương.
”坚得玺，乃问程普。	" Kiên đắc tỉ, nãi vấn trình phổ.
普曰：“此传国玺也。	Phổ viết: "Thử truyền quốc tỉ dã.
此玉是昔日卞和于荆山之下，见凤凰栖于石上，载而进之楚文王。	Thử ngọc thị tích nhật biện hòa vu kinh sơn chi hạ, kiến phượng hoàng tê vu thạch thượng, tái nhi tiến chi sở văn vương.
解之，果得玉。	Giải chi, quả đắc ngọc.
秦二十六年，令良工琢为玺，李斯篆此八字于其上。	Tần nhị thập lục niên, lệnh lương công trác vi tỉ, lý tư triện thử bát tự vu kì thượng.
二十八年，始皇巡狩至洞庭湖。	Nhị thập bát niên, thủy hoàng tuần thú chí động đình hồ.
风浪大作，舟将覆，急投玉玺于湖而止。	Phong lãng đại tác, chu tương phúc, cấp đầu ngọc tỉ vu hồ nhi chỉ.
至三十六年，始皇巡狩至华阴，有人持玺遮道，与从者曰：‘持此还祖龙。	Chí tam thập lục niên, thủy hoàng tuần thú chí hoa âm, hữu nhân trì tỉ già đạo, dữ tòng giả viết: 'Trì Thử Hoàn Tổ Long.
’言讫不见，此玺复归于秦。	' ngôn cật bất kiến, thử tỉ phục quy vu tần.
明年，始皇崩。	Minh niên, thủy hoàng băng.
后来子婴将玉玺献与汉高祖。	Hậu lai tử anh tương ngọc tỉ hiến dữ hán cao tổ.
后至王莽篡逆，孝元皇太后将玺打王寻、苏献，崩其一角，以金镶之。	Hậu chí vương mãng soán nghịch, hiếu nguyên hoàng thái hậu tương tỉ đả vương tầm, tô hiến, băng kì nhất giác, dĩ kim tương chi.
光武得此宝于宜阳，传位至今。	Quang võ đắc thử bảo vu nghi dương, truyền vị chí kim.
近闻十常侍作乱，劫少帝出北邙，回宫失此宝。今天授主公，必有登九五之分。	Cận văn thập thường thị tác loạn, kiếp thiểu đế xuất bắc mang, hồi cung thất thử tất hữu đăng cửu ngũ chi phân.
此处不可久留，宜速回江东，别图大事。	Thử xử bất khả cửu lưu, nghi tốc hồi giang đông, biệt đồ đại sự.
”坚曰：“汝言正合吾意。	"Kiên viết: "Nhữ ngôn chánh hợp ngô ý.
明日便当托疾辞归。	Minh nhật tiện đương thác tật từ quy.
”商议已定，密谕军士勿得泄漏。	" Thương nghị dĩ định, mật dụ quân sĩ vật đắc tiết lậu.

Paragraph 78
谁想数中一军，是袁绍乡人，欲假此为进身之计，连夜偷出营寨，来报袁绍。	thùy tưởng sổ trung nhất quân, thị viên thiệu hương nhân, dục giả thử vi tiến thân chi kế, liên dạ thâu xuất doanh trại, lai báo viên thiệu.
绍与之赏赐，暗留军中。	Thiệu dữ chi thưởng tứ, ám lưu quân trung.
次日，孙坚来辞袁绍曰：“坚抱小疾，欲归长沙，特来别公。	Thứ nhật, tôn kiên lai từ viên thiệu viết: "Kiên bão tiểu tật, dục quy trường sa, đặc lai biệt công.
”绍笑曰：“吾知公疾乃害传国玺耳。	" Thiệu tiếu viết: "Ngô tri công tật nãi hại truyền quốc tỉ nhĩ.
”坚失色曰：“此言何来？	" Kiên thất sắc viết: "Thử ngôn hà lai?
”绍曰：“今兴兵讨贼，为国除害。	" Thiệu viết: "Kim hưng binh thảo tặc, vi quốc trừ hại.
玉玺乃朝廷之宝，公既获得，当对众留于盟主处，候诛了董卓，复归朝廷。	Ngọc tỉ nãi triều đình chi bảo, công kí hoạch đắc, đương đối chúng lưu vu minh chủ xử, hậu tru liễu đổng trác, phục quy triều đình.
今匿之而去，意欲何为？	Kim nặc chi nhi khứ, ý dục hà vi?
”绍曰：“作速取出，免自生祸。	" Kiên viết: "Ngọc tỉ hà do tại Thiệu viết: "Tác tốc thủ xuất, miễn tự sinh họa.
”坚指天为誓曰：“吾若果得此宝，私自藏匿，异日不得善终，死于刀箭之下！	" Kiên chỉ thiên vi thệ viết: "Ngô nhược quả đắc thử bảo, tư tự tàng nặc, dị nhật bất đắc thiện chung, tử vu đao tiễn chi hạ!
”众诸侯曰：“文台如此说誓，想必无之。	" Chúng chư hầu viết: "Văn đài như thử thuyết thệ, tưởng tất vô chi.
”绍唤军士出曰：“打捞之时，有此人否？	" Thiệu hoán quân sĩ xuất viết: "Đả lao chi thời, hữu thử nhân phủ?
”坚大怒，拔所佩之剑，要斩那军士。	" Kiên đại nộ, bạt sở bội chi kiếm, yếu trảm na quân sĩ.
绍亦拔剑曰：“汝斩军人，乃欺我也。	Thiệu diệc bạt kiếm viết: "Nhữ trảm quân nhân, nãi khi ngã dã.
”绍背后颜良、文丑皆拔剑出鞘。	" Thiệu bối hậu nhan lương, văn sửu giai bạt kiếm xuất sao.
坚背后程普、黄盖、韩当亦掣刀在手。	Kiên bối hậu trình phổ, hoàng cái, hàn đương diệc xế đao tại thủ.
众诸侯一齐劝住。	Chúng chư hầu nhất tề khuyến trụ.
坚随即上马，拔寨离洛阳而去。	Kiên tùy tức thượng mã, bạt trại li lạc dương nhi khứ.
绍大怒，遂写书一封，差心腹人连夜往荆州，送与刺史刘表，教就路上截住夺之。	Thiệu đại nộ, toại tả thư nhất phong, sai tâm phúc nhân liên dạ vãng kinh châu, tống dữ thứ sử lưu biểu, giáo tựu lộ thượng tiệt trụ đoạt chi. thế?

Paragraph 79
次日，人报曹操追董卓，战于荥阳，大败而回。	thứ nhật, nhân báo tào thao truy đổng trác, chiến vu huỳnh dương, đại bại nhi hồi.
绍令人接至寨中，会众置酒，与操解闷。	Thiệu lệnh nhân tiếp chí trại trung, hội chúng trí tửu, dữ thao giải Hôm sau có người báo rằng: - Tào muộn.
饮宴间，操叹曰：“吾始兴大义，为国除贼。	Ẩm yến gian, thao thán viết: "Ngô thủy hưng đại nghĩa, vi quốc trừ tặc.
诸公既仗义而来，操之初意，欲烦本初引河内之众，临孟津、酸枣；诸将固守成皋，据敖仓，塞轘辕、太谷，制其险要；公路率南阳之军，驻丹、析，入武关，以震三辅。	Chư công kí trượng nghĩa nhi lai, thao chi sơ ý, dục phiền bổn sơ dẫn hà nội chi chúng, lâm mạnh tân, toan tảo; chư tướng cố thủ thành cao, cư ngao thương, tắc hoàn viên, thái cốc, chế kì hiểm yếu; công lộ suất nam dương chi quân, trú đan, tích, nhập võ quan, dĩ chấn tam phụ.
皆深沟高垒，勿与战，益为疑兵，示天下形势。	Giai thâm câu cao lũy, vật dữ chiến, ích vi nghi binh, kì thiên hạ hình thế.
以顺诛逆，可立定也。	Dĩ thuận tru nghịch, khả lập định dã.
今迟疑不进，大失天下之望。	Kim trì nghi bất tiến, đại thất thiên hạ chi vọng.
操窃耻之！	Thao thiết sỉ chi!
”绍等无言可对。	" Thiệu đẳng vô ngôn khả đối.
既而席散，操见绍等各怀异心，料不能成事，自引军投扬州去了。	Kí nhi tịch tán, thao kiến thiệu đẳng các hoài dị tâm, liêu bất năng thành sự, tự dẫn quân đầu dương châu khứ liễu.
公孙瓒谓玄德、关、张曰：“袁绍无能为也，久必有变。	Công tôn toản vị huyền đức, quan, trương viết: "Viên thiệu vô năng vi dã, cửu tất hữu biến.
吾等且归。	Ngô đẳng thả quy.
”遂拔寨北行。	" Toại bạt trại bắc hành.
至平原，令玄德为平原相，自去守地养军。	Chí bình nguyên, lệnh huyền đức vi bình nguyên tương, tự khứ thủ địa dưỡng quân.
兖州太守刘岱，问东郡太守乔瑁借粮。	Duyện châu thái thủ lưu đại, vấn đông quận thái thủ kiều mạo tá lương.
瑁推辞不与，岱引军突入瑁营，杀死乔瑁，尽降其众。	Mạo thôi từ bất dữ, đại dẫn quân đột nhập mạo doanh, sát tử kiều mạo, tẫn hàng kì chúng.
袁绍见众人各自分散，就领兵拔寨，离洛阳，投关东去了。	Viên thiệu kiến chúng nhân các tự phân tán, tựu lĩnh binh bạt trại, li lạc giết Mạo đi rồi thu phục quân sĩ và

Paragraph 80
却说荆州刺史刘表，字景升，山阳高平人也，乃汉室宗亲；幼好结纳，与名士七人为友，时号“江夏八俊”。那七人：汝南陈翔，字仲麟；同郡范滂，字孟博；鲁国孔昱，字世元；渤海范康，字仲真，山阳檀敷，字文友；同郡张俭，字元节；南阳岑咥，字公孝。	khước thuyết kinh châu thứ sử lưu biểu, tự cảnh thăng, sơn dương cao bình nhân dã, nãi hán thất tông thân; ấu hảo kết nạp, dữ danh sĩ thất nhân vi hữu, thời hào " giang hạ bát tuấn ". na thất nhân: nhữ nam trần tường, tự trọng lân; đồng quận phạm bàng, tự mạnh bác; lỗ quốc khổng dục, tự thế nguyên; bột hải phạm khang, tự trọng chân, sơn dương đàn phu, tự văn hữu; đồng quận trương kiệm, tự nguyên tiết; nam dương sầm hí, tự công hiếu.
刘表与此七人为友；有延平人蒯良、蒯越，襄阳人蔡瑁为辅。	Lưu biểu dữ thử thất nhân vi hữu; hữu duyên bình nhân khoái lương, khoái việt, tương dương nhân thái mạo vi phụ.
当时看了袁绍书，随令蒯越、蔡瑁引兵一万来截孙坚。	Đương thời khán liễu viên thiệu thư, tùy lệnh khoái việt, thái mạo dẫn binh nhất vạn lai tiệt tôn kiên.
坚军方到，蒯越将阵摆开，当先出马。	Kiên quân phương đáo, khoái việt tương trận bãi khai, đương tiên xuất mã.
孙坚问曰：“蒯异度何故引兵截吾去路？	Tôn kiên vấn viết: "Khoái dị độ hà cố dẫn binh tiệt ngô khứ lộ?
”越曰：“汝既为汉臣，如何私匿传国之宝？	" Việt viết: "Nhữ kí vi hán thần, như hà tư nặc truyền quốc chi bảo?
可速留下，放汝归去！	Khả tốc lưu hạ, phóng nhữ quy khứ!
”坚大怒，命黄盖出战。	" Kiên đại nộ, mệnh hoàng cái xuất chiến.
蔡瑁舞刀来迎。	Thái mạo vũ đao tâm kính.
瑁拨回马走，孙坚乘势杀过界口。	Mạo bát hồi mã tẩu, tôn kiên thừa thế sát quá giới khẩu.
山背后金鼓齐鸣、乃刘表亲自引军来到。	Sơn bối hậu kim cổ tề minh, nãi lưu biểu thân tự dẫn quân lai đáo.
孙坚就马上施礼曰：“景升何故信袁绍之书，相逼邻郡？	Tôn kiên tựu mã thượng thi lễ viết: "Cảnh thăng hà cố tín viên thiệu chi thư, tương bức lân quận?
”表曰：“汝匿传国玺，将欲反耶？	" Biểu viết: "Nhữ nặc truyền quốc tỉ, tương dục phản da?
”坚曰：“吾若有此物，死于刀箭之下！	" Kiên viết: "Ngô nhược hữu thử vật, tử vu đao tiễn chi hạ!
”表曰：“汝若要我听信，将随军行李，任我搜看。	" Biểu viết: "Nhữ nhược yếu ngã thính tín, tương tùy quân hành lý, nhâm ngã sưu khán.
”坚怒曰：“汝有何力，敢小觑我！	" kiên nộ viết: "Nhữ hữu hà lực, cảm tiểu thứ ngã!
”方欲交兵，刘表便退。	" Phương dục giao binh, lưu biểu tiện thối.
坚纵马赶去，两山后伏兵齐起，背后蔡瑁、蒯越赶来，将孙坚困在垓心。	Kiên túng mã cản khứ, lưỡng sơn hậu phục binh tề khởi, bối hậu thái mạo, khoái việt cản lai, tương tôn kiên khốn tại cai tâm.
正是：玉玺得来无用处，反因此宝动刀兵。	Chánh thị: ngọc tỉ đắc lai vô dụng xử, phản nhân thử bảo động đao binh.
毕竟孙坚怎地脱身，且听下文分解。	Tất cánh tôn kiên chẩm địa thoát thân, thả thính hạ văn phân giải ngực Mạo.
第七回袁绍磐河战公孙孙坚跨江击刘表	Kiên thừa thế đuổi đánh khỏi Đệ thất hồi viên thiệu bàn hà chiến công tôn tôn kiên khóa giang kích lưu biểu

Paragraph 81
却说孙坚被刘表围住，亏得程普、黄盖、韩当三将死救得脱，折兵大半，夺路引兵回江东。	Khước thuyết tôn kiên bị lưu biểu vi trụ, khuy đắc trình phổ, hoàng cái, hàn đương tam tương tử cứu đắc thoát, chiết binh đại bán, đoạt lộ dẫn binh hồi giang đông.
自此孙坚与刘表结怨。	Tự thử tôn kiên dữ lưu biểu kết oán.

Paragraph 82
且说袁绍屯兵河内，缺少粮草。	Thả thuyết viên thiệu truân binh hà nội, khuyết thiểu lương thảo.
冀州牧韩馥，遣人送粮以资军用。	Kí châu mục hàn phức, khiển nhân tống lương dĩ tư quân dụng.
谋士逢纪说绍曰：“大丈夫纵横天下，何待人送粮为食！	Mưu sĩ phùng kỉ thuyết thiệu viết: "Đại trượng phu tung hoành thiên hạ, hà đãi nhân tống lương vi thực!
冀州乃钱粮广盛之地，将军何不取之？	Kí châu nãi tiền lương quảng thịnh chi địa, tướng quân hà bất thủ chi?
”绍曰：“未有良策。	" Thiệu viết: "Vị hữu lương sách.
”纪曰：“可暗使人驰书与公孙瓒，令进兵取冀州，约以夹攻，瓒必兴兵。	" Kỉ viết: "Khả ám sử nhân trì thư dữ công tôn toản, lệnh tiến binh thủ kí châu, ước dĩ giáp công, toản tất hưng binh.
韩馥无谋之辈，必请将军领州事；就中取事，唾手可得。	Hàn phức vô mưu chi bối, tất thỉnh tướng quân lĩnh châu sự; tựu trung thủ sự, thóa thủ khả đắc.
”绍大喜，即发书到瓒处。	" Thiệu đại hỉ, tức phát thư đáo toản xử.
瓒得书，见说共攻冀州，平分其地，大喜，即日兴兵。	Toản đắc thư, kiến thuyết cộng công kí châu, bình phân kì địa, đại hỉ, tức nhật hưng binh. cho Công Tôn Toản.

Paragraph 83
绍却使人密报韩馥。	Thiệu khước sử nhân mật báo hàn phức.
馥慌聚荀谌、辛评二谋士商议。	Phức hoảng tụ tuân kham, tân bình nhị mưu sĩ thương nghị.
谌曰：“公孙瓒将燕、代之众，长驱而来，其锋不可当。	Kham viết: "Công tôn toản tương yến, đại chi chúng, trường khu nhi lai, kì phong bất khả đương.
兼有刘备、关、张助之，难以抵敌。	Kiêm hữu lưu bị, quan, trương trợ chi, nan dĩ để địch.
今袁本初智勇过人，手下名将极广，将军可请彼同治州事，彼必厚待将军，无患公孙瓒矣。	Kim viên bổn sơ trí dũng quá nhân, thủ hạ danh tương cực quảng, tướng quân khả thỉnh bỉ đồng trì châu sự, bỉ tất hậu đãi tướng quân, vô hoạn công tôn toản hĩ.
”韩馥即差别驾关纯去请袁绍。	" Hàn phức tức sai biệt giá quan thuần khứ thỉnh viên thiệu.
长史耿武谏曰：“袁绍孤客穷军，仰我鼻息，譬如婴儿在股掌之上，绝其乳哺，立可饿死。	Trường sử cảnh võ gián viết: "Viên thiệu cô khách cùng quân, ngưỡng ngã tị tức, thí như anh nhi tại cổ chưởng chi thượng, tuyệt kì nhũ bộ, lập khả ngạ tử.
奈何欲以州事委之？	Nại hà dục dĩ châu sự ủy chi?
此引虎入羊群也。	Thử dẫn hổ nhập dương quần dã.
”馥曰：“吾乃袁氏之故吏，才能又不如本初。	" Phức viết: "Ngô nãi viên thị chi cố lại, tài năng hựu bất như bổn sơ.
古者择贤者而让之，诸君何嫉妒耶？	Cổ giả trạch hiền giả nhi nhượng chi, chư quân hà tật đố da?
”耿武叹曰：“冀州休矣！	" Cảnh võ thán viết: "Kí châu hưu hĩ!
”于是弃职而去者三十余人。	" Vu thị khí chức nhi khứ giả tam thập dư nhân.
独耿武与关纯伏于城外，以待袁绍。	Độc cảnh võ dữ quan thuần phục vu thành ngoại, dĩ đãi viên thiệu.

Paragraph 84
数日后，绍引兵至。	Sổ nhật hậu, thiệu dẫn binh chí.
耿武、关纯拔刀而出，欲刺杀绍。	Cảnh võ, quan thuần bạt đao nhi xuất, dục thích sát thiệu.
绍将颜良立斩耿武，文丑砍死关纯。	Thiệu tương nhan lương lập trảm cảnh võ, văn sửu khảm tử quan thuần.
绍入冀州，以馥为奋威将军，以田丰、沮授、许攸、逢纪分掌州事，尽夺韩馥之权。	Thiệu nhập kí châu, dĩ phức vi phấn uy tướng quân, dĩ điền phong, tự thụ, hứa du, phùng kỉ phân chưởng châu sự, tẫn đoạt hàn phức chi quyền.
馥懊悔无及，遂弃下家小，匹马往投陈留太守张邈去了。	Phức áo hối vô cập, toại khí hạ gia tiểu, thất mã vãng đầu trần lưu thái thủ trương mạc khứ liễu.

Paragraph 85
却说公孙瓒知袁绍已据冀州，遣弟公孙越来见绍，欲分其地。	Khước thuyết công tôn toản tri viên thiệu dĩ cư kí châu, khiển đệ công tôn việt lai kiến thiệu, dục phân kì địa.
绍曰：“可请汝兄自来，吾有商议。	Thiệu viết: "Khả thỉnh nhữ huynh tự lai, ngô hữu thương nghị.
”越辞归。	" Việt từ quy.
行不到五十里，道旁闪出一彪军马，口称：“我乃董丞相家将也！	Hành bất đáo ngũ thập lí, đạo bàng thiểm xuất nhất bưu quân mã, khẩu xưng: "Ngã nãi đổng thừa tương gia tướng dã!
”乱箭射死公孙越。	" Loạn tiễn xạ tử công tôn việt.
从人逃回见公孙瓒，报越已死。	Tòng nhân đào hồi kiến công tôn toản, báo việt dĩ tử.
瓒大怒曰：“袁绍诱我起兵攻韩馥，他却就里取事；今又诈董卓兵射死吾弟，此冤如何不报！	Toản đại nộ viết: "Viên thiệu dụ ngã khởi binh công hàn phức, tha khước tựu lí thủ sự; kim hựu trá đổng trác binh xạ tử ngô đệ, thử oan như hà bất báo!
”尽起本部兵，杀奔冀州来。	" Tẫn khởi bổn bộ binh, sát bôn kí châu lai.

Paragraph 86
绍知瓒兵至，亦领军出。	Thiệu tri toản binh chí, diệc lĩnh quân xuất.
二军会于磐河之上：绍军于磐河桥东，瓒军于桥西。	Nhị quân hội vu bàn hà chi thượng: thiệu quân vu bàn hà kiều đông, toản quân vu kiều tây.
瓒立马桥上，大呼曰：“背义之徒，何敢卖我！	Toản lập mã kiều thượng, đại hô viết: "Bối nghĩa chi đồ, hà cảm mại ngã!
”绍亦策马至桥边，指瓒曰：“韩馥无才，愿让冀州于吾，与尔何干？	" Thiệu diệc sách mã chí kiều biên, chỉ toản viết: "Hàn phức vô tài, nguyện nhượng kí châu vu ngô, dữ nhĩ hà can?
”瓒曰：“昔日以汝为忠义，推为盟主；今之所为，真狼心狗行之徒，有何面目立于世间！	" Toản viết: "Tích nhật dĩ nhữ vi trung nghĩa, thôi vi minh chủ; kim chi sở vi, chân lang tâm cẩu hành chi đồ, hữu hà diện mục lập vu thế gian!
”袁绍大怒曰：“谁可擒之？	" Viên thiệu đại nộ viết: "Thùy khả cầm chi?
”言未毕，文丑策马挺枪，直杀上桥。	" Ngôn vị tất, văn sửu sách mã đĩnh thương, trực sát thượng kiều.
公孙瓒就桥边与文丑交锋。	Công tôn toản tựu kiều biên dữ văn sửu giao phong.
战不到十余合，瓒抵挡不住，败阵而走。	Chiến bất đáo thập dư hợp, toản để đáng bất trụ, bại trận nhi tẩu.
文丑乘势追赶。	Văn sửu thừa thế truy cản.
瓒走入阵中，文丑飞马径入中军，往来冲突。	Toản tẩu nhập trận trung, văn sửu phi mã kính nhập trung quân, vãng lai xung đột.
瓒手下健将四员，一齐迎战；被文丑一枪，刺一将下马，三将俱走。	Toản thủ hạ kiện tương tứ viên, nhất tề nghênh chiến; bị văn sửu nhất thương, thứ nhất tương hạ mã, tam tương câu tẩu.
文丑直赶公孙瓒出阵后，瓒望山谷而逃。	Văn sửu trực cản công tôn toản xuất trận hậu, toản vọng sơn cốc nhi đào.
文丑骤马厉声大叫：“快下马受降！	Văn sửu sậu mã lệ thanh đại khiếu: "Khoái hạ mã thụ hàng!
”瓒弓箭尽落，头盔堕地；披发纵马，奔转山坡；	" Toản cung tiễn tẫn lạc, đầu khôi đọa địa; phi phát túng mã, bôn chuyển sơn pha; kì mã thương lai thứ.
忽见草坡左侧转出个少年将军，飞马挺枪，直取文丑，公孙瓒扒上坡去，看那少年：生得身长八尺，浓眉大眼，阔面重颐，威风凛凛，与文丑大战五六十合，胜负未分。	Hốt kiến thảo pha tả trắc chuyển xuất cá thiếu niên tướng quân, phi mã đĩnh thương, trực thủ văn sửu, công tôn toản bái thượng pha khứ, khán na thiếu niên: sinh đắc thân trường bát xích, nùng mi đại nhãn, khoát diện trọng di, uy phong lẫm lẫm, dữ văn sửu đại chiến ngũ lục thập hợp, thắng phụ vị phân.
瓒部下救军到，文丑拨回马去了。	Toản bộ hạ cứu quân đáo, văn sửu bát hồi mã khứ liễu.
那少年也不追赶。	Na thiếu niên dã bất truy cản.
瓒忙下土坡，问那少年姓名。	Toản mang hạ thổ pha, vấn na thiếu niên tính danh.
那少年欠身答曰：“某乃常山真定人也，姓赵，名云，字子龙。	Na thiếu niên khiếm thân đáp viết: "Mỗ nãi thường sơn chân định nhân dã, tính triệu, danh vân, tự tử long.
本袁绍辖下之人。	Bổn viên thiệu hạt hạ chi nhân.
因见绍无忠君救民之心，故特弃彼而投麾下，不期于此处相见。	Nhân kiến thiệu vô trung quân cứu dân chi tâm, cố đặc khí bỉ nhi đầu huy hạ, bất kì vu thử xử tương kiến.
